crypto_address,crypto_name,flagging_reason
0x446F925e54679D9E3d1Bd7A447Ec0FDBFFFaFC19,Ethereum,Hack
0x6af0226479BA7F481D5b0c379FE31cF45A2fB59C,Ethereum,Impersonation Scam
0x1cBc864EA74e0f23F103dF8623Ba56a01b1eDa59,Ethereum,Impersonation Scam
0x1886e461e62d24bf336604c2a8267de7408a849b,Ethereum,Phishing Scam
0x69606bbb4236697ea1e702fb2d08ce7febce8ff7,Ethereum,Hack
0x17980B9Ff9B318C93263eD52d19f3cA7ad24Ed9a,Ethereum,Impersonation Scam
0x41f113e3787a183d0b82b0886e7ae27f780d64e9,Ethereum,Phishing Scam
0xd7ef26F0cF2E21df02AD391d89226c7a72EFA4a0,Ethereum,Phishing Scam
0xa1A22877D21D76955AC25eD988fDD7b731096a30,Ethereum,Hack
0x8ba9512714fd69be49883e755cfb82ec46c6bd11,Ethereum,Phishing Scam
0xeade619ee57d4edf08234b9b635ac951a590edf6,Ethereum,Phishing Scam
0xF9239D94Bf8B0173F626ebEFC1aE26C735201b78,Ethereum,Blackmail Scam
0xe22a6e6d3a4f612609d22938281d31f20820ff0e,Ethereum,Phishing Scam
0x7769c863d71d76b88d11598a570a072663a8caf0,Ethereum,Phishing Scam
0x22cff91f77a2ed675f3ab4aee16e15b27f6f275c,Ethereum,Impersonation Scam
0xc0fed35b43f59c2bfb1eb544bd8921bfb18140c2,Ethereum,Impersonation Scam
0xc045ea08ad10d23d8bb4d7a84e9351dee3614dfc,Ethereum,Phishing Scam
0x3376b087316f3697242a0b782fdf38cd088be9f4,Ethereum,Phishing Scam
0x23cb06dc044f4c9937866a5928c2427639f390a0,Ethereum,Phishing Scam
0xd7544b54a43bf745855edb2b2a20c1fdee3d1afc,Ethereum,Phishing Scam
0xbc7250c8c3eca1dfc1728620af835fca489bfdf3,Ethereum,Phishing Scam
0x89c0e39f3b3Be95c238912788687DBAebe7e6A2B,Ethereum,Phishing Scam
0x64b57f49a854533722435652054d0f924f7acde7,Ethereum,Phishing Scam
0x9851159FaF09bBB6C2D5346eB484Ec60D07D30BD,Ethereum,Impersonation Scam
0x536a6Ba0D913d5D6A4ce2C6eB7eD0de3c0f0b89E,Ethereum,Impersonation Scam
0xe0ff829cd4909e8e8680e9e0d9189b479c3bc5b8,Ethereum,Phishing Scam
0x408FaC2d2d3D3AC4E356aA188119F5624FD8C9f6,Ethereum,Phishing Scam
0xac3800002e45ed2e1a55dedfa2aca137f6dba61e,Ethereum,Phishing Scam
0xb8cd21db272f811e6721b3a54a7f9098d7981f7d,Ethereum,Phishing Scam
0x1be8057d9de654f3856799b93a045cf78426dc1d,Ethereum,Phishing Scam
0x6a6aa13393b7d1100c00a57c76c39e8b6c835041,Ethereum,Fake Project Scam
0xe3b4233ea0ff16ac7d62064d13e7afaa51381590,Ethereum,Phishing Scam
0x7c875ee4d4a1b29b41ebb2678df1f645f28d090b,Ethereum,Phishing Scam
0x518a618d7f5db8feaed345a11d35530104d63401,Ethereum,Phishing Scam
0xaf242e06b63b53406df03a31a7ba29f89add1037,Ethereum,NFT Airdrop Scam
0xc83cd7912d530e8fb8e18c1c915d4776739c9b89,Ethereum,Phishing Scam
0x1589b4335983e92807A379d56610b988337D6dF3,Ethereum,Impersonation Scam
0x56238ccf73f97ad6ed170d1cf8a0f25fab11bc7b,Ethereum,Phishing Scam
0x86dC335Bf9b10Cf5b463cA3b169eC81edDa180d0,Ethereum,Phishing Scam
0x683cfb47b793d8ae15f4d23d2cdbffad51dc6b62,Ethereum,Phishing Scam
0x9e009c57b36ac7e3382697b4c9d3e7092a1cdb42,Ethereum,Phishing Scam
0x679A8cF6E181EbbcD9d14D0bd9595d8cFB79eCDf,Ethereum,Impersonation Scam
0xc1E6720F94a8D73e77A94d16Fb76f7dd6EdfF54C,Ethereum,Impersonation Scam
0x295f3272645cad969f71e2a8515cb1f871198d32,Ethereum,Phishing Scam
0x51239735cba4ebA4b414a4Fa63447F4630f40d66,Ethereum,Fake Returns Scam
0x5a0dbfbdebf88c6500f23fff0a612cb1277a7b40,Ethereum,Phishing Scam
0xF4c996752C0346dA4D290553fD58b3fcB6774ed6,Ethereum,Impersonation Scam
0x89a6c8e9f4536f04ceb13310b4e887da8ae7739c,Ethereum,Phishing Scam
0x9bc983a147cc060b531cf510d16ca7ecf4437b5a,Ethereum,Phishing Scam
0x30663d16931e23690e7a9877fc2ad5ad98fee9c1,Ethereum,Phishing Scam
0x0000000012ba45c32e4380a42ee524fe30502943,Ethereum,Impersonation Scam
0x3e1b1bf9ab7d3285ba19cd2379317b0b54cfd750,Ethereum,Phishing Scam
0xa5e83199a7ecb6669064d492f15ddc096b6cbab8,Ethereum,Phishing Scam
0x388d455fca14cf278d614fe3cbb59e9656c7dc96,Ethereum,Phishing Scam
0x04fa71a476fb5e38a7c613532dd0ba2bf0ea39a6,Ethereum,Phishing Scam
0x4fFf0C5eCFfD952cdab52A1Eb860fD28cBd665d6,Ethereum,NFT Airdrop Scam
0x9a27f038a711d84b4b5da0d3b96827e11b1de6db,Ethereum,Phishing Scam
0xb8defd92a3e6e1c930b85a02af1024f5defe11b1,Ethereum,Hack
0xa77db707916adeff81042ca57656931ccd8f428e,Ethereum,Phishing Scam
0x893676c4A94F6EcdC33a18438BBdCfE9e6c68a9a,Ethereum,Phishing Scam
0x4c6cdd82bf2b0627350bb660c2a18b2db8880ce1,Ethereum,Phishing Scam
0x499e535b6B5e85b90D436207907EE587F6736E9e,Ethereum,Phishing Scam
0x04c64F3Ac5d442C8A92955A09faCDc112FC554da,Ethereum,Romance Scam
0x833167Bb2A4F348d5330DA55B3c6DFBbD554dbf7,Ethereum,Impersonation Scam
0xf27da75B1261e34a085b86F1d9c18fa5f3985cc8,Ethereum,Impersonation Scam
0x0c37ce6cbb2c9462c609974a4e9c3dcd9c679f31,Ethereum,Phishing Scam
0x5aa66d34a811cb6421d84026705d5de5b6519bb4,Ethereum,Phishing Scam
0xcA8E988ffb5A662f8201c90b6a45CC7826f5F15a,Ethereum,Impersonation Scam
0x0b591a58137f154f59aea1284166d6a7b49821fd,Ethereum,Phishing Scam
0x1cFC8B7aB84c198ac2B95D82ee7BBeA41DB5c59d,Ethereum,Phishing Scam
0xcb5efddbea13b2419314a0452ff92207d3b38097,Ethereum,Phishing Scam
0x73BAF168D9f5FEe3D845f33b3567Fe916F730838,Ethereum,Phishing Scam
0xCE9F2E01f1AB1684F8865ff811D9c3741B415498,Ethereum,Phishing Scam
0x1af0340527b8baf6965307010871f6312eabacaa,Ethereum,Phishing Scam
0xfe974dfdc2df0ed326d0b303d18560c3824b2f94,Ethereum,Rug Pull Scam
0x34d202c37f9609A3d0d44db259ff51Bae8ea2D0f,Ethereum,Phishing Scam
0xfe71e3e8868ad2d179f1dbfd2708f79dca78ca68,Ethereum,Phishing Scam
0x9d03a3ad580cc2fb820349d3ff002fb2fc7a6b19,Ethereum,Phishing Scam
0x5970d26c51397578c2b3420d20fbb2bcc5c5b00e,Ethereum,Phishing Scam
0x6567eb3ca66595b61f43e2eb5493d9974a9e0156,Ethereum,Fake Project Scam
0xDad1B9eDb80964F2Bbb45B4A98546F09c8D48a23,Ethereum,Impersonation Scam
0x4b07a583bFd7bD98a5611fD5aaD9729a8e0CedB2,Ethereum,Other
0xac5e2ff1c025cb31136ad50f6215d333259287f8,Ethereum,Phishing Scam
0xA3b514D5050Bfda56ffe5828d6ee9D26C5161bcF,Ethereum,Impersonation Scam
0x8B68ECbFafd934Efef77c18cb1e3b2DAA27c8CcC,Ethereum,Phishing Scam
0x34d891216ca79efa979bb5c8ab321fd721e861cf,Ethereum,Phishing Scam
0x903Dc47Aa7C40f9f59Ef1E5C167ce1A9B39a2bFF,Ethereum,Phishing Scam
0x710cd1d982a9e7d1fe57e534cfbfc53fbf356d10,Ethereum,Phishing Scam
0xfF30b32c7E7da16CC7cD100A54ecd77b103D1A1C,Ethereum,NFT Airdrop Scam
0x18f3c8cc8e628db33c56a22ddb092d1af9fc96b3,Ethereum,Phishing Scam
0xA8313Af72875EcA688D28B825E5dE48c62645938,Ethereum,Impersonation Scam
0x96252384756c3817f14a907d3b4e8b698ce81ca3,Ethereum,Phishing Scam
0xa36a4c4a7cbfa24d087e02e49a0a600b2aaf5ee8,Ethereum,Phishing Scam
0xd4312F62eff1dA5dA9f26d20111e62e002e84A2D,Ethereum,Fake Returns Scam
0xe7cb1c645babf81607d91adeaf266ef8202d165f,Ethereum,Phishing Scam
0xd54efec444ae47c356cc9f35327acf216fb6845f,Ethereum,Phishing Scam
0x4689208d311785359c4e060ee30011d8e1a68bf0,Ethereum,Phishing Scam
0xF9035283551213f49d78a8467BeD94E4b388676e,Ethereum,Phishing Scam
0x5d0dD8e7585201aB1BC36fceC3922CC4fF6CeF64,Ethereum,Impersonation Scam
0x02e82d695c86d9f36fcd785b5f84c2eacdd4b77c,Ethereum,Romance Scam
0x38313c0668C897b6D591A69E0A9FDc9305e67b55,Ethereum,Phishing Scam
0xf8b555398a425697617bccadfa52655932275552,Ethereum,Phishing Scam
0xcaa5854034d7eda409e2479c6c0351c167e21a08,Ethereum,Phishing Scam
0x81eb6617ddc5753830b05f8d3c24da3ee72c4395,Ethereum,Phishing Scam
0x19defb5ca94b7234825a2bf94207f195e9cb2b2f,Ethereum,Phishing Scam
0x8BAa4757f0a110dc4E5C365E7376d8449b084d16,Ethereum,Impersonation Scam
0x38d6301A3aff6D618AcB74E4B9a90f4b3AC8b1C8,Ethereum,Phishing Scam
0x4b9cb0afefc4f61d49443489557c7a29bb1fba48,Ethereum,Phishing Scam
0xba386a4ca26b85fd057ab1ef86e3dc7bdeb5ce70,Ethereum,Phishing Scam
0xbef8e8475F72a8E01A62088C157AA0A59F280548,Ethereum,Impersonation Scam
0x3dd59de66e2ad31a7d663df977ddd6e5f2a5f6b6,Ethereum,Phishing Scam
0x1c3dcb8464e0ce224e0981d9aef5d5b879e193f5,Ethereum,Phishing Scam
0x866f220e9db98218127688d885151160c0cd176e,Ethereum,Phishing Scam
0x159ccffb293a06aafaec1b254a00522a2bc40639,Ethereum,Phishing Scam
0x1161aCF9a61b8cd951F5364E897c586883a1fE76,Ethereum,Impersonation Scam
0xb0D2d2791657ce6CdF48b77A1E10F62E9b4Ee74B,Ethereum,Impersonation Scam
0x0984020d31e52ded8283fdd798e8f544c085a999,Ethereum,Other
0xa8c1eafe28d48608161f545dc22a805fe772a056,Ethereum,Phishing Scam
0xd1b3f1117928981ef6f42139f575ee34784b016b,Ethereum,Phishing Scam
0x91b5a65392d97005eab69f606d4b2fbe9d8078bc,Ethereum,Phishing Scam
0x0000f224beCaDfbEe49354113e44166C06B10000,Ethereum,NFT Airdrop Scam
0x8A82571f81D1af061dd995fD972930514898c103,Ethereum,Phishing Scam
0x0004cbecfc78fb243ecd16f2ea2d8f4373cc1000,Ethereum,Phishing Scam
0x5581d27d8cc433e50d29298e580a986dd797bab8,Ethereum,Phishing Scam
0x6cf1aa7f2896857ac8a2b365b2d8301b5005ca00,Ethereum,Phishing Scam
0x47d9f17024c651f6a58aa5421c4809313d9be6b7,Ethereum,Phishing Scam
0xd56d99916e5ec417beb0c5420515664971f4bb17,Ethereum,Phishing Scam
0xefbb57bef8ecab67c45b5c62c5e1b7e5985478de,Ethereum,Phishing Scam
0xec2d5cc008ba6d2237d33ca9cf74b684737fcae8,Ethereum,Phishing Scam
0xcd684ab735835f5886bbc075369b5b3ad1b9c0f1,Ethereum,Phishing Scam
0xce0cae825de6c6939dc05f46a40065006b849d50,Ethereum,Phishing Scam
0x1e80dad60d19fb8159af3f440a8ceaa0e5581847,Ethereum,Phishing Scam
0x92d43D2f55E077D1beBC6e348a9F4FF64fD4F21A,Ethereum,Phishing Scam
0x945e0EDA9D254BdDD7E8d784077d6D4D5ADc703F,Ethereum,Phishing Scam
0xc53d29c7c2b29e095e8e44da9e2d08bdb80d0797,Ethereum,Phishing Scam
0xfcFe3D792EFa308ac786558B2282FE8cFcb1Af1a,Ethereum,SIM Swap Scam
0x8f263ad0ffd2aeaaf33aeeb6e689f1d7e6bb4dcd,Ethereum,Phishing Scam
0x3100F73561dE17A340ce4D35E5f2Bcc6e40da0bb,Ethereum,Hack
0xf8def96afa0f92f135cb41b49cff9432ea33333d,Ethereum,Phishing Scam
0x46ba8394210eb32e50943bc963e300ed8b804d30,Ethereum,Phishing Scam
0x6302b04e7ff2463491efe44faa7cec6fc6969742,Ethereum,Pigbutchering Scam
0x8F2513cF63B0a7401202b2d60566E127a0CfC4B0,Ethereum,Fake Returns Scam
0xfda941855fb2e89b1b6d806d8a105c8a17947281,Ethereum,Phishing Scam
0x51c411222389b3f8a35206ad74568159951ed000,Ethereum,Phishing Scam
0x8b97290244e05dfa935922aa9afa667a78888888,Ethereum,Phishing Scam
0x77849c0b55e6b65336c913b850fd5d92b42f68ce,Ethereum,Phishing Scam
0xE85180E9Bf2CcD9dCaAE9da7Ad43B26Fb7519603,Ethereum,Impersonation Scam
0xf2db2f7aec4e32fe10a8352e1e02d099a194f7a7,Ethereum,Phishing Scam
0x1f319dd5015b1068f102912f970d63b9947e4cb0,Ethereum,Phishing Scam
0xd8959bd6983757fd0f883808f2a7ea1ad18b8d6a,Ethereum,Phishing Scam
0xffb19ea3dbb08615945c3e6f380fa77c1819ebe8,Ethereum,Phishing Scam
0x5f58fe612db5b3e97faf4a2e8f38b4ae295288aa,Ethereum,Phishing Scam
0x6cfdde4e08c9e2cf1b9a32d2c31203966b17f816,Ethereum,Phishing Scam
0xa6e01b0b6f9d38822cab93b813438dc36b1d0bc9,Ethereum,Phishing Scam
0x2bd267ad20e8c42c85f9c16fd4c6f24770dc492c,Ethereum,Phishing Scam
0xf261b3a60ef40ee0b369b0705c1a2c58b02799df,Ethereum,Phishing Scam
0xc1a516ebf523ddf36a7f0c2bbb712a585af28c4e,Ethereum,Phishing Scam
0xBeFE4154A616DAe79f90d496E104892b14292e17,Ethereum,Impersonation Scam
0xbb53be0690ae7256833099a1f01125eb33445692,Ethereum,Phishing Scam
0xbaCaF888EAaDdb2EAB679791fc518be79E9ad326,Ethereum,Hack
0xd88e1c6ec0a2479258a6d2ab59d9ae5f2874bc44,Ethereum,Phishing Scam
0xc4536f5c11a478d6b5811fe2d0bd034b3588b105,Ethereum,Phishing Scam
0x93297B6c882a3bc1BfB1F6eE0e56295606e443ff,Ethereum,Impersonation Scam
0x61451ACa2a726555abbB2d0EaE44D0c1a90eB3e7,Ethereum,Donation Impersonation Scam
0xbec9410b01671bb6521996b141bb95ebff87cb31,Ethereum,Phishing Scam
0x32c648164d27a2fe26329bb0cff5c379cd1178f9,Ethereum,Phishing Scam
0xc5d8302618ff2de347c075c72c5b5cdbe50b7f18,Ethereum,Hack
0xca8e988ffb5a662f8201c90b6a45cc7826f5f15a,Ethereum,Phishing Scam
0x72A66Bba491F0C696c4c4e3154D07B241d371944,Ethereum,Phishing Scam
0x1628DFF42f173811987DE46CD23214017547bde5,Ethereum,Fake Returns Scam
0x2913c126C5e412DCaB0bCBDF376Bed35bdFB0848,Ethereum,Other
0x9a8f9ce80390d030a3b26fc6f09b807f7b76110f,Ethereum,Phishing Scam
0xe5737446de405d13b3d0355c175a728ab344f792,Ethereum,Phishing Scam
0xb294b24d67a4ee18098e80e9efb9d47394a65993,Ethereum,Phishing Scam
0xfb000000b0093900006a942b006f3d828abcef7d,Ethereum,Phishing Scam
0x8ee84fed29b2e7161d373976c5a13e933793ca3e,Ethereum,Phishing Scam
0x20cbE0524157f564a5dCa1C18f376E72b4528e64,Ethereum,Impersonation Scam
0x96493146f8fA6C46B660c91Ed7880589dE5181c7,Ethereum,Fake Project Scam
0x92127085c609bde93cab077e60f417d852222299,Ethereum,Phishing Scam
0xa07ddF9CE7Dc9C8492A9A307c1bF85caBEb6A8De,Ethereum,Impersonation Scam
0x0a63054930e47814d9ff6071923011cbb9ae6a78,Ethereum,Phishing Scam
0x9e1b56470ab4ea16c1ea7789c6e9ebb09d9ca48e,Ethereum,Phishing Scam
0x77fd8020284a592bc782ebd05b693d7fe1cc614e,Ethereum,Phishing Scam
0x329e97130846e7F54e8fD892243Ca8b8C354c86e,Ethereum,Blackmail Scam
0xFa6a8B64f2FdaA759E6d1b32951acc1AC05d8e7c,Ethereum,Phishing Scam
0x8d551f2a2d0908854e0e030564261c9ff2e8dd56,Ethereum,Phishing Scam
0x687a2825a77782a9436ad1f1886457a1fdd12e43,Ethereum,Phishing Scam
0x7046e2f7d9ed0fba01f703f6bb18e409e1548f6b,Ethereum,Phishing Scam
0xDEf6D8B6ea60de2Cb8646Ecc21fd66Fb37e0e30F,Ethereum,Phishing Scam
0xCbb9a1D126043ef84b66D94FeDEC31568f60CC1A,Ethereum,Phishing Scam
0x95C67dba065B2b1c6e7d30c3583C6495De48Edf5,Ethereum,Impersonation Scam
0x55456cBd1F11298B80A53c896F4B1dC9Bc16c731,Ethereum,Phishing Scam
0xb00548770ea87482f024cd4292a975fea72e8f01,Ethereum,Phishing Scam
0xd47a0ce5d41eb793bd7008436082388b6894dc9e,Ethereum,Phishing Scam
0x672215a018b8151c355591a4a15b8be240539bcc,Ethereum,Phishing Scam
0x5950854c11acaa2954ffed50de7fbe5434208503,Ethereum,Phishing Scam
0x7da4d659f78ade3c43daa67763dcca40b4fb09d7,Ethereum,Phishing Scam
0xbdf39a779085b74c2b33a3a44bf1927e08821802,Ethereum,Phishing Scam
0x00EB6f5199cD0B671da371969B1A0F948e982Fea,Ethereum,Impersonation Scam
0xa9D87CF322532fc0D9F8737d544b472D3679214f,Ethereum,Impersonation Scam
0xf2FCd460672B05912431006701f77fbaAE547d53,Ethereum,Fake Returns Scam
0x66D8FF76BdA9a309416146BaEBf1e1A2E2c57DCc,Ethereum,Fake Returns Scam
0xc65ff9f9117da2f4e39e0765a7fa2f8f66952f17,Ethereum,Phishing Scam
0xf5362de2ab1339625af5ecc6c2d905ad8ae758ed,Ethereum,Phishing Scam
0x7C2d713B07d131076BB9baE02A871a9b6a870E91,Ethereum,Impersonation Scam
0x20cbe0524157f564a5dca1c18f376e72b4528e64,Ethereum,Phishing Scam
0x4cBfaC2bEa6d769C3AfA1F69504b2f47988bFF1d,Ethereum,Fake Returns Scam
0xE5aeDfD5fE1eC92c9D91047fF5B7BA105c56450e,Ethereum,Fake Returns Scam
0x8d1f7dd34fe84ff8d981347952ab34d797001b7c,Ethereum,Phishing Scam
0xde09020653ca303cfc143d23a18183299558065f,Ethereum,Phishing Scam
0x6d5e0c627fd886394e2dcef345f573268fe59815,Ethereum,Impersonation Scam
0xb2016edc04236866e81138b7aa68bd1bcc2cb4bd,Ethereum,Rug Pull Scam
0x2cebc13901cdd2c653751dfb803f8ad4a1f26c70,Ethereum,Other
0x9138a38CDD5261f7ED58fD82736EdF51014a1718,Ethereum,Phishing Scam
0x5E2904AA79f8dF9D427e7026FC5B185Fb3b62EbC,Ethereum,Phishing Scam
0x236728cd8c96d839f880d277b8e996a2193f7567,Ethereum,Phishing Scam
0xacba705c4e619cd687a1d6cf35c83e5c4e268f0b,Ethereum,Phishing Scam
0x00004fd598eacfda276553cdf9f1be668eab0000,Ethereum,Phishing Scam
0x2c1dF1D2B053E2BF89BB5251AF392bc962326e51,Ethereum,Impersonation Scam
0x8c966cae614910137b13e9e241b88dd82df36c38,Ethereum,Phishing Scam
0x98E3b489CF416861F6F47A32cBFAdF4B414613Ec,Ethereum,Impersonation Scam
0x704a056b8b3528369ccb15158b66c985432137e0,Ethereum,Phishing Scam
0x000011758bA79482C209bDB4656BE1de216a0000,Ethereum,Hack
0xd01c6036e2a832fd3ce566b8e2f934f8c60e53c2,Ethereum,Phishing Scam
0x00e93de4a7110C89326CAa59B551b1D26867c7E0,Ethereum,Impersonation Scam
0xc432e1e4e36804101d65472e58fbd9137e442323,Ethereum,Phishing Scam
0x0a10c493bc6f7faecca5be1e82d7fd7fb3774049,Ethereum,Phishing Scam
0x3e02b1414e5a7f0fb9dca4d6d61e352c5ef1eac4,Ethereum,Phishing Scam
0x0BFfC67227C0A3432A906A1c59c83459e5bfBDc4,Ethereum,Phishing Scam
0xC20fCB05d1f39a880deE245cB13845F24Cd60887,Ethereum,Contract Exploit Scam
0xac708e2243b79ce143fa02d097bee55e5dd589de,Ethereum,Phishing Scam
0x6f935c7b20a61ff52013f02170f3868b7913d05c,Ethereum,Phishing Scam
0x2cb86d919332d0369c66a2d5982419266f5e490f,Ethereum,Impersonation Scam
0x1e5c3a25a478cb23de3843f518582956ba1d2ac8,Ethereum,Phishing Scam
0x4B8D78fBE7422C889683E1cEeBF547a575eA58e6,Ethereum,Impersonation Scam
0x6Cd72E17f2086E123825E13b4d0A78D61916d75B,Ethereum,Phishing Scam
0xb8f652db49435ca57295d84572b6a93c8cbded84,Ethereum,Phishing Scam
0xadf3D14a6C099D8d413ED504974d28589756D9A0,Ethereum,Impersonation Scam
0x65088f603a0998876efe5a786fa64ee13e667e0b,Ethereum,Phishing Scam
0xcf1e9dc94fae45b5d4c02144513c2b83bcf3d62e,Ethereum,Impersonation Scam
0x1AB45960fc7C38b5087d2B930A2321b01c2f3CEB,Ethereum,Impersonation Scam
0xEc970BbF167beee6fb536f1839418f3D19cE2a69,Ethereum,Phishing Scam
0x000000004b614af95d1bb7c236a3aa800b722173,Ethereum,Hack
0xbb60fEd57C8554F25c78e0220104d11045f8db22,Ethereum,Rug Pull Scam
0x16f2c5f68812087f26cf24660af06830c57910e4,Ethereum,Phishing Scam
0x4f9119db871a59688822ad8b0fcf283e754c9507,Ethereum,Phishing Scam
0x7047912c295cd54d6617b5d0d6d8b324a11c91db,Ethereum,Other
0x610eAcBC066F8Bb1F7853316e214B6bB328b4E8b,Ethereum,Impersonation Scam
0xe00e1f7117a69c34694ac1815177c93491fc448f,Ethereum,Impersonation Scam
0x3dfE9F7Af8864DF0b7Cc2a20430006fd1af8dA1a,Ethereum,Impersonation Scam
0x777777770f62B50C6c93d2ACE413254561dB3884,Ethereum,Fake Project Scam
0x3bb16a8eee705d0002e16332b94e9e736bf7f7fc,Ethereum,Other
0x88be7aD530Cba44949817cE40dB87a6d25B44FdE,Ethereum,Impersonation Scam
0x93e3237af09d0aef4e4402f13fb794bba4689b8a,Ethereum,Phishing Scam
0xdc5acd9059ecccdce0d95a8d2a7bb980c428af7a,Ethereum,Phishing Scam
0x251623efdAfCC7929f40b35D1a2FF4813e6065f5,Ethereum,Phishing Scam
0xb9ba61669e7652970180b3b98972b001b8fc88d2,Ethereum,Phishing Scam
0xd582cec308d9320b2ec3dc2868b56549fc8ace5a,Ethereum,Phishing Scam
0x0cf39331c5dc2cdc43c2345a1d34a1842ff68e63,Ethereum,Phishing Scam
0x509d6E5da2b171DBFeF8a500fDBD231869d1a2F9,Ethereum,Fake Project Scam
0x085f9b53acbff0e4683463fef1a583d299bd4e25,Ethereum,Phishing Scam
0x99cbf3ffaaad92172ee2e82937a3aa25d28d2bab,Ethereum,Phishing Scam
0x63605e53d422c4f1ac0e01390ac59aaf84c44a51,Ethereum,Phishing Scam
0x3681828DA105fC3C44E212f6c3Dc51a0a5A6F5C6,Ethereum,Phishing Scam
0x4427ee02ffa0bfab4206f445a31239323177b587,Ethereum,Phishing Scam
0xe18D40244637FdcD3c4807a65C297A8BbA3410df,Ethereum,Phishing Scam
0xd473f5339012b837138e9ed3318cd387dbac299c,Ethereum,Phishing Scam
0xc8c3234Aea55a5F746b2aE585a849ba0BFa57785,Ethereum,Impersonation Scam
0x41aff88297ec7bf377c76cd6bd44dbf00d7b0b3d,Ethereum,Phishing Scam
0x1de23F02E185fDc4f6BACc98D6c6419370E38538,Ethereum,Phishing Scam
0x69c9c6873eb48e0925ba6182f22d8d3cba6407fb,Ethereum,Phishing Scam
0x390b71ed3c5e075C1dD4De4C8987f207c88Eec00,Ethereum,Impersonation Scam
0x6721b09f4fb6fe69a14add6d1f2c1b94562e7801,Ethereum,Phishing Scam
0x6353940EabE11c7Cd78ECC2085AE65cDacc5A92b,Ethereum,Impersonation Scam
0x5a504295ab80ccA776afDc6DB4f493e7c6Fa8211,Ethereum,Impersonation Scam
0x379e0a26af597e9fa14757927f0c815e3afb72d8,Ethereum,Other
0xa910A46E2F2002Fa9B5aA85F35b9440F6DAC4b10,Ethereum,Impersonation Scam
0xc7b26546c5c94723c8bb4b65afd8b0dc70db0425,Ethereum,Phishing Scam
0x33e02cc38790a07927c79d1ed75b72bcfb83766d,Ethereum,Phishing Scam
0x154e7d6dcd3b18840cf094629ab4f1776d2ba89f,Ethereum,Phishing Scam
0x9f0f3f5c23ba4749e6bfdbe0795389e36159f008,Ethereum,Phishing Scam
0xa63463ea7c55d99bb8896852764fdd57c71061d8,Ethereum,Impersonation Scam
0xd82bd233b9e1a75dee20dce1ba2441c93628c48b,Ethereum,Phishing Scam
0x521045d22ec8adf90f35b8de9b5000905ba3c027,Ethereum,Phishing Scam
0xc0710a40661b7d868d4cd98287d51913891dfa0a,Ethereum,Phishing Scam
0x542b0319242f1be65ef4cf51a24042177c729120,Ethereum,Phishing Scam
0xceEbB2D0cDC85E9774A232Bab74C45Fc883C15e4,Ethereum,Impersonation Scam
0x300e5cc5847db2ca0190465089b8e568caa76fb9,Ethereum,Phishing Scam
0xA11c13FCe4Fd7FfD899d05d0CFaEFDb869408888,Ethereum,Blackmail Scam
0x54c3BdCCf63c29f725Dd2D9804C5655c863587AB,Ethereum,Phishing Scam
0x717b0f2016F396046E1403dDB8A338d3A65A649E,Ethereum,Phishing Scam
0xcae77a05ab518492144944fb50572ebfa3595870,Ethereum,Phishing Scam
0xbd849b0982256765a5886fdb92e2e39c39ef7c40,Ethereum,Phishing Scam
0xb70cB1CaC84f7a6F8b12a28Bf5465a4400EEFe85,Ethereum,Impersonation Scam
0x1e89039e26c0b7f0e922011dbf3e16a230255cd8,Ethereum,Phishing Scam
0x3720bfe8fb7d9d05075bd03607818ce00cfd303b,Ethereum,Phishing Scam
0x2cc6cfbbb5e1c4d92638c1766d09850adbcb9b2e,Ethereum,Phishing Scam
0x59CbD436237318F7Cb9C92ddB060b1a023598363,Ethereum,Impersonation Scam
0xf939d9285ffb6fc05780e9549b161d9e9fac6f7d,Ethereum,Phishing Scam
0x0a888f0F0b772e17a2ADFd62D3f15CeC72c8D42f,Ethereum,Phishing Scam
0xcd6De743664a347FDa30c792371ae3B578aA6B83,Ethereum,Phishing Scam
0x2f5af1b5141a01b46d4fc46d6663ed76264a8aed,Ethereum,Phishing Scam
0x18ec1d727320cbed7c0c63cd655ade997b292c5e,Ethereum,Phishing Scam
0xcf104286820fe18cfe98a6c57bb0732a4606c81e,Ethereum,Phishing Scam
0x8296344f9e37dd2dd65494f18cf1a45977cc9307,Ethereum,Phishing Scam
0x529158c43b00b727905c67fbbd6510f3c230757d,Ethereum,Phishing Scam
0x9d032989F82c0e40202AE5Abd844Ff68181544D2,Ethereum,Impersonation Scam
0x0000c84206a971Ba91B6CA790636cFf1640D0000,Ethereum,Impersonation Scam
0x7841b53daab14fb3d06057df56fd882acb98abc5,Ethereum,Phishing Scam
0x11e10485a869018ffa4ba093e4af2b461a4e4697,Ethereum,Phishing Scam
0x3E657631fD02A3fDc565C97AA75FF4a1f7F1ad42,Ethereum,Phishing Scam
0x4d8b5dcc6c4b7de7660ce0020125a4e55dbcee8f,Ethereum,Phishing Scam
0xd32357b1e1c0d1B469e2eEf5BaA0Ebd3D02c2E51,Ethereum,Impersonation Scam
0xf0155659ab6d12c3cd5c117dcfd80cc6bfad10c1,Ethereum,Phishing Scam
0xF816E499AEB017b112F7d64893Fb505b1a523276,Ethereum,Impersonation Scam
0x0dad1dfd24025def1a5c815e870a7784870f3435,Ethereum,Phishing Scam
